Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,308.2799987792969,308.2799987792969,300.82000732421875,303.9800109863281,301.18109130859375,76300.0
2022-01-04,302.8999938964844,303.6700134277344,299.0799865722656,302.5899963378906,299.80389404296875,99100.0
2022-01-05,300.510009765625,304.25,294.5799865722656,294.5899963378906,291.8775634765625,119300.0
2022-01-06,292.3800048828125,304.4599914550781,292.3800048828125,297.5299987792969,294.7904968261719,100700.0
2022-01-07,296.0400085449219,302.3999938964844,294.3599853515625,296.5199890136719,293.7897644042969,130300.0
2022-01-10,293.2099914550781,301.2699890136719,291.8299865722656,299.2099914550781,296.45501708984375,134300.0
2022-01-11,301.20001220703125,304.6000061035156,300.1000061035156,302.5199890136719,299.7345275878906,64500.0
2022-01-12,303.80999755859375,303.9800109863281,298.7300109863281,298.7300109863281,295.9794616699219,72300.0
2022-01-13,299.6600036621094,302.69000244140625,297.0199890136719,299.3699951171875,296.61358642578125,94500.0
2022-01-14,297.8999938964844,301.79998779296875,296.1600036621094,301.79998779296875,299.0212097167969,136600.0
2022-01-18,299.44000244140625,301.1000061035156,286.4700012207031,287.05999755859375,284.4168701171875,109300.0
2022-01-19,287.1600036621094,300.07000732421875,286.55999755859375,288.3900146484375,285.7346496582031,114600.0
2022-01-20,293.260009765625,301.55999755859375,287.2900085449219,287.9100036621094,285.25909423828125,114300.0
2022-01-21,287.0,298.5,282.7200012207031,282.8500061035156,280.24566650390625,117800.0
2022-01-24,280.04998779296875,294.6099853515625,273.75,287.5,284.8528747558594,158200.0
2022-01-25,286.2300109863281,292.9700012207031,275.6199951171875,276.6600036621094,274.1126403808594,141400.0
2022-01-26,282.510009765625,286.57000732421875,275.3800048828125,276.8599853515625,274.310791015625,117000.0
2022-01-27,281.1499938964844,287.1499938964844,271.8399963378906,272.30999755859375,269.8027038574219,121200.0
2022-01-28,272.8599853515625,282.8999938964844,270.8399963378906,279.67999267578125,277.1048583984375,109300.0
2022-01-31,277.9800109863281,293.17999267578125,277.9800109863281,290.0400085449219,287.3694763183594,122200.0
2022-02-01,290.010009765625,296.9700012207031,287.989990234375,295.3800048828125,292.6602783203125,163200.0
2022-02-02,298.5199890136719,301.3800048828125,285.8800048828125,287.0799865722656,284.43670654296875,199000.0
2022-02-03,282.04998779296875,284.1499938964844,264.07000732421875,264.45001220703125,262.0151062011719,171300.0
2022-02-04,253.08999633789062,256.55999755859375,231.85000610351562,236.22000122070312,234.0449981689453,352200.0
2022-02-07,233.00999450683594,246.4600067138672,233.00999450683594,243.25,241.01026916503906,254200.0
2022-02-08,241.0,246.6699981689453,238.6699981689453,242.82000732421875,240.584228515625,142000.0
2022-02-09,245.0,255.55999755859375,243.6199951171875,253.32000732421875,250.98756408691406,159300.0
2022-02-10,248.61000061035156,252.1300048828125,243.27000427246094,244.97999572753906,242.72434997558594,180300.0
2022-02-11,243.9600067138672,246.6699981689453,237.00999450683594,238.72999572753906,237.11260986328125,128200.0
2022-02-14,236.6199951171875,241.0,232.8699951171875,236.27000427246094,234.66929626464844,131500.0
2022-02-15,240.0500030517578,248.22000122070312,238.64999389648438,247.16000366210938,245.48550415039062,128600.0
2022-02-16,245.13999938964844,249.55999755859375,245.02999877929688,248.3000030517578,246.61778259277344,87700.0
2022-02-17,246.85000610351562,250.89999389648438,244.36000061035156,245.9499969482422,244.28370666503906,94800.0
2022-02-18,246.1300048828125,256.3999938964844,244.88999938964844,250.3699951171875,248.6737518310547,155400.0
2022-02-22,244.8800048828125,249.97999572753906,235.77999877929688,238.41000366210938,236.79478454589844,133900.0
2022-02-23,238.85000610351562,241.80999755859375,232.91000366210938,234.07000732421875,232.48419189453125,101300.0
2022-02-24,226.6699981689453,243.2899932861328,225.13999938964844,242.5800018310547,240.93653869628906,117500.0
2022-02-25,245.25,251.11000061035156,241.5399932861328,250.8699951171875,249.1703643798828,86200.0
2022-02-28,248.63999938964844,256.9200134277344,248.63999938964844,253.88999938964844,252.16990661621094,145700.0
2022-03-01,253.0,257.5400085449219,249.00999450683594,251.25,249.54779052734375,159100.0
2022-03-02,252.89999389648438,257.1199951171875,249.00999450683594,256.45001220703125,254.7125701904297,136200.0
2022-03-03,259.57000732421875,260.17999267578125,252.22000122070312,255.50999450683594,253.7789306640625,102900.0
2022-03-04,252.38999938964844,252.38999938964844,245.16000366210938,249.25999450683594,247.57127380371094,143600.0
2022-03-07,247.17999267578125,248.57000732421875,242.42999267578125,247.82000732421875,246.1410369873047,99800.0
2022-03-08,247.47000122070312,256.80999755859375,245.3699951171875,249.67999267578125,247.98841857910156,97000.0
2022-03-09,256.5299987792969,261.760009765625,254.7899932861328,258.20001220703125,256.4507141113281,106800.0
2022-03-10,253.64999389648438,257.2300109863281,247.2899932861328,255.63999938964844,253.90806579589844,86000.0
2022-03-11,259.42999267578125,259.42999267578125,249.0500030517578,249.91000366210938,248.2168731689453,87200.0
2022-03-14,248.47000122070312,253.92999267578125,243.3800048828125,246.22000122070312,244.5518798828125,82200.0
2022-03-15,249.3800048828125,256.239990234375,245.69000244140625,254.9600067138672,253.232666015625,86000.0
2022-03-16,259.2699890136719,266.0899963378906,259.0,265.8299865722656,264.0290222167969,92800.0
2022-03-17,264.8999938964844,274.3800048828125,263.4599914550781,273.94000244140625,272.0840759277344,85600.0
2022-03-18,273.7200012207031,286.3699951171875,273.7200012207031,283.6600036621094,281.73822021484375,142900.0
2022-03-21,283.3900146484375,285.8699951171875,278.2099914550781,280.1499938964844,278.25201416015625,105500.0
2022-03-22,280.760009765625,290.29998779296875,279.3599853515625,284.1400146484375,282.2149658203125,80500.0
2022-03-23,280.29998779296875,282.8699951171875,276.17999267578125,277.2200012207031,275.34185791015625,84700.0
2022-03-24,279.6600036621094,285.1300048828125,277.3900146484375,283.010009765625,281.0926208496094,84000.0
2022-03-25,282.0299987792969,287.2799987792969,281.3800048828125,285.0799865722656,283.1485900878906,68000.0
2022-03-28,283.5299987792969,287.5299987792969,279.75,285.45001220703125,283.51611328125,74900.0
2022-03-29,289.8800048828125,296.6600036621094,289.8800048828125,294.5899963378906,292.59417724609375,80100.0
2022-03-30,292.9599914550781,296.8900146484375,291.69000244140625,293.5799865722656,291.59100341796875,56600.0
2022-03-31,295.25,296.29998779296875,290.8299865722656,291.1600036621094,289.1874084472656,75300.0
2022-04-01,293.19000244140625,295.8999938964844,287.0799865722656,290.3299865722656,288.3630065917969,83900.0
2022-04-04,290.5,299.9700012207031,290.5,299.8599853515625,297.8284606933594,119400.0
2022-04-05,299.3299865722656,301.20001220703125,291.6700134277344,292.1300048828125,290.1508483886719,93800.0
2022-04-06,290.20001220703125,291.4599914550781,284.5199890136719,287.5400085449219,285.5919494628906,106000.0
2022-04-07,285.3800048828125,290.82000732421875,283.92999267578125,288.5400085449219,286.5851745605469,91800.0
2022-04-08,285.5199890136719,290.9200134277344,282.07000732421875,284.0400085449219,282.11566162109375,93400.0
2022-04-11,280.6199951171875,285.7300109863281,278.8599853515625,282.4200134277344,280.5066223144531,69700.0
2022-04-12,284.1199951171875,289.7200012207031,283.1499938964844,285.8800048828125,283.94317626953125,69000.0
2022-04-13,288.3699951171875,293.1000061035156,287.9800109863281,292.739990234375,290.7567138671875,83300.0
2022-04-14,286.8999938964844,292.4100036621094,286.3900146484375,289.6499938964844,287.6876220703125,72400.0
2022-04-18,287.07000732421875,291.2099914550781,284.0199890136719,285.82000732421875,283.88360595703125,79700.0
2022-04-19,283.70001220703125,291.5899963378906,282.5899963378906,289.7099914550781,287.7472229003906,94600.0
2022-04-20,292.2699890136719,296.0,290.29998779296875,295.9599914550781,293.9548645019531,101400.0
2022-04-21,296.92999267578125,301.2200012207031,290.1099853515625,291.1400146484375,289.1675720214844,96100.0
2022-04-22,292.0199890136719,294.0,283.70001220703125,284.1499938964844,282.2248840332031,86500.0
2022-04-25,280.67999267578125,291.3800048828125,278.2099914550781,291.3500061035156,289.3761291503906,95100.0
2022-04-26,290.55999755859375,290.7900085449219,282.4100036621094,282.489990234375,280.57611083984375,89500.0
2022-04-27,283.4700012207031,288.1600036621094,275.04998779296875,277.0199890136719,275.1431884765625,104400.0
2022-04-28,278.9800109863281,289.45001220703125,278.9800109863281,289.3599853515625,287.39959716796875,111600.0
2022-04-29,285.29998779296875,291.1099853515625,281.5799865722656,282.25,280.3377685546875,84400.0
2022-05-02,280.489990234375,286.3999938964844,278.239990234375,283.8999938964844,281.9765625,95500.0
2022-05-03,283.2300109863281,287.0199890136719,281.4599914550781,284.7300109863281,282.8009948730469,66000.0
2022-05-04,284.0799865722656,289.3599853515625,278.79998779296875,289.2300109863281,287.2705078125,52800.0
2022-05-05,287.3399963378906,287.3399963378906,273.489990234375,275.82000732421875,273.95135498046875,85300.0
2022-05-06,251.0800018310547,256.0199890136719,228.49000549316406,232.7899932861328,231.21287536621094,222700.0
2022-05-09,228.32000732421875,236.3800048828125,223.4199981689453,233.27000427246094,231.6896209716797,149700.0
2022-05-10,236.75,239.8300018310547,224.05999755859375,230.4600067138672,228.89865112304688,115400.0
2022-05-11,227.39999389648438,233.33999633789062,220.11000061035156,221.7899932861328,220.28736877441406,116100.0
2022-05-12,220.36000061035156,227.0500030517578,218.14999389648438,225.2100067138672,223.68421936035156,78500.0
2022-05-13,227.89999389648438,239.72000122070312,227.89999389648438,239.69000244140625,238.7020721435547,64100.0
2022-05-16,236.3000030517578,241.32000732421875,234.5,239.83999633789062,238.8514404296875,62700.0
2022-05-17,242.10000610351562,252.60000610351562,241.05999755859375,252.3000030517578,251.2600860595703,53300.0
2022-05-18,247.42999267578125,250.4199981689453,240.3699951171875,242.5399932861328,241.54031372070312,61600.0
2022-05-19,242.0,245.41000366210938,236.07000732421875,241.44000244140625,240.44485473632812,58200.0
2022-05-20,243.22999572753906,249.89999389648438,239.4600067138672,249.8800048828125,248.85006713867188,69300.0
2022-05-23,249.5,256.5299987792969,248.17999267578125,254.0399932861328,252.992919921875,65300.0
2022-05-24,252.42999267578125,258.1700134277344,247.0500030517578,257.2900085449219,256.2295227050781,42900.0
2022-05-25,255.08999633789062,257.29998779296875,249.6999969482422,252.4499969482422,251.4094696044922,64100.0
2022-05-26,252.07000732421875,260.9200134277344,250.1699981689453,258.7099914550781,257.6436767578125,43600.0
2022-05-27,260.0,269.9100036621094,259.6199951171875,267.1499938964844,266.04888916015625,57700.0
2022-05-31,265.8999938964844,266.92999267578125,261.4100036621094,261.55999755859375,260.48193359375,54400.0
2022-06-01,264.0799865722656,265.989990234375,259.239990234375,262.29998779296875,261.2188415527344,57200.0
2022-06-02,264.07000732421875,272.0,262.42999267578125,271.7799987792969,270.6597900390625,52400.0
2022-06-03,270.0,271.8299865722656,266.010009765625,269.6300048828125,268.5186767578125,39200.0
2022-06-06,270.760009765625,274.989990234375,268.2200012207031,271.3800048828125,270.2614440917969,49500.0
