Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,61.91999816894531,62.369998931884766,61.209999084472656,61.63999938964844,59.991554260253906,1334000
2020-01-03,61.040000915527344,61.54999923706055,60.77000045776367,61.13999938964844,59.50492477416992,1447400
2020-01-06,60.630001068115234,61.939998626708984,60.630001068115234,61.709999084472656,60.05967712402344,3184300
2020-01-07,61.599998474121094,61.9900016784668,61.33000183105469,61.720001220703125,60.06941604614258,1333000
2020-01-08,61.59000015258789,62.5,61.52000045776367,62.060001373291016,60.40032196044922,1598200
2020-01-09,62.65999984741211,63.209999084472656,62.119998931884766,63.13999938964844,61.45144271850586,1372800
2020-01-10,63.119998931884766,63.279998779296875,62.06999969482422,62.189998626708984,60.52684020996094,1480600
2020-01-13,62.5099983215332,62.7400016784668,62.08000183105469,62.61000061035156,60.935611724853516,1158300
2020-01-14,62.47999954223633,62.91999816894531,61.91999816894531,62.060001373291016,60.40032196044922,1744200
2020-01-15,62.040000915527344,62.779998779296875,61.81999969482422,62.290000915527344,60.62417221069336,1084800
2020-01-16,62.63999938964844,63.36000061035156,62.45000076293945,63.25,61.55849838256836,1366800
2020-01-17,63.5099983215332,63.58000183105469,62.97999954223633,63.470001220703125,61.77260971069336,1093200
2020-01-21,63.189998626708984,63.79999923706055,63.0099983215332,63.54999923706055,61.85047149658203,1229600
2020-01-22,63.599998474121094,65.01000213623047,63.5,64.94999694824219,63.213035583496094,1625700
2020-01-23,64.87000274658203,65.16999816894531,64.44000244140625,65.06999969482422,63.32982635498047,1364400
2020-01-24,65.23999786376953,65.80999755859375,64.8499984741211,65.44999694824219,63.69965744018555,1422500
2020-01-27,63.81999969482422,64.20999908447266,62.779998779296875,63.029998779296875,61.34437942504883,1075000
2020-01-28,63.40999984741211,64.33999633789062,62.97999954223633,63.97999954223633,62.26897430419922,1251000
2020-01-29,64.26000213623047,64.80999755859375,64.04000091552734,64.29000091552734,62.57068634033203,635900
2020-01-30,63.88999938964844,64.68000030517578,63.77000045776367,64.63999938964844,62.911319732666016,469500
2020-01-31,64.4000015258789,64.81999969482422,62.77000045776367,63.0099983215332,61.324913024902344,801500
2020-02-03,62.880001068115234,64.19000244140625,62.880001068115234,63.83000183105469,62.122989654541016,1235300
2020-02-04,64.69000244140625,65.62999725341797,64.37999725341797,65.27999877929688,63.53421401977539,725400
2020-02-05,65.95999908447266,66.0,63.9900016784668,64.08000183105469,62.366294860839844,631800
2020-02-06,64.1500015258789,64.77999877929688,63.7599983215332,63.91999816894531,62.2105712890625,521200
2020-02-07,63.599998474121094,63.599998474121094,62.310001373291016,62.470001220703125,60.79935836791992,1187600
2020-02-10,62.400001525878906,64.11000061035156,62.29999923706055,64.01000213623047,62.298179626464844,1113300
2020-02-11,64.45999908447266,65.25,64.1500015258789,64.55999755859375,62.83344650268555,988200
2020-02-12,64.7300033569336,65.4800033569336,63.91999816894531,65.12999725341797,63.388214111328125,1640300
2020-02-13,66.30999755859375,66.68000030517578,64.55999755859375,65.58000183105469,63.82617950439453,2153700
2020-02-14,65.6500015258789,66.73999786376953,65.48999786376953,66.26000213623047,64.48799896240234,1441000
2020-02-18,66.33000183105469,66.37000274658203,64.36000061035156,64.66999816894531,62.94051742553711,1507300
2020-02-19,64.54000091552734,65.5,64.2300033569336,65.1500015258789,63.407691955566406,1613500
2020-02-20,64.5199966430664,65.80000305175781,64.38999938964844,64.88999938964844,63.15463638305664,1753800
2020-02-21,64.4000015258789,64.56999969482422,63.52000045776367,64.0,62.28843688964844,1094400
2020-02-24,61.0099983215332,62.66999816894531,60.75,62.13999938964844,60.47817611694336,1817200
2020-02-25,62.4900016784668,62.97999954223633,59.130001068115234,59.58000183105469,57.98664855957031,2430400
2020-02-26,59.709999084472656,61.09000015258789,58.2599983215332,58.77000045776367,57.198307037353516,1771800
2020-02-27,57.209999084472656,58.599998474121094,55.459999084472656,55.52000045776367,54.03521728515625,2592700
2020-02-28,53.400001525878906,55.869998931884766,53.36000061035156,55.5,54.13764572143555,4753700
2020-03-02,56.11000061035156,57.63999938964844,55.0,57.630001068115234,56.215362548828125,2112900
2020-03-03,57.72999954223633,58.22999954223633,54.66999816894531,55.22999954223633,53.87427520751953,2061300
2020-03-04,56.2599983215332,57.119998931884766,55.47999954223633,57.09000015258789,55.68861389160156,1667300
2020-03-05,55.43000030517578,55.83000183105469,53.83000183105469,54.439998626708984,53.103660583496094,1529200
2020-03-06,52.7599983215332,53.68000030517578,51.119998931884766,52.470001220703125,51.18202209472656,2668300
2020-03-09,48.0099983215332,49.9900016784668,46.349998474121094,47.7599983215332,46.5876350402832,2391800
2020-03-10,48.93000030517578,50.18000030517578,47.529998779296875,50.029998779296875,48.801910400390625,2346000
2020-03-11,48.439998626708984,49.209999084472656,45.93000030517578,46.060001373291016,44.92937088012695,2342600
2020-03-12,42.400001525878906,44.900001525878906,41.47999954223633,42.5099983215332,41.46651077270508,5767800
2020-03-13,44.9900016784668,45.83000183105469,42.0099983215332,44.97999954223633,43.87588119506836,4468800
2020-03-16,39.88999938964844,42.0099983215332,37.959999084472656,38.310001373291016,37.36961364746094,3528200
2020-03-17,38.630001068115234,40.470001220703125,37.529998779296875,39.310001373291016,38.34505844116211,5296900
2020-03-18,36.349998474121094,38.0,29.510000228881836,34.31999969482422,33.47754669189453,3951800
2020-03-19,33.79999923706055,38.2599983215332,31.829999923706055,38.04999923706055,37.11598587036133,3707200
2020-03-20,39.08000183105469,40.52000045776367,35.56999969482422,35.68000030517578,34.80416488647461,4471000
2020-03-23,35.439998626708984,36.09000015258789,32.54999923706055,35.81999969482422,34.94072341918945,2592000
2020-03-24,37.970001220703125,40.70000076293945,37.0099983215332,38.720001220703125,37.7695426940918,5516500
2020-03-25,39.27000045776367,43.209999084472656,37.31999969482422,42.130001068115234,41.0958366394043,3127600
2020-03-26,43.290000915527344,44.84000015258789,41.27000045776367,44.5099983215332,43.41741180419922,2529100
2020-03-27,42.310001373291016,44.029998779296875,41.720001220703125,42.38999938964844,41.34945297241211,2245700
