,Date,Open,High,Low,Close,Adj Close,Volume
0,2006-01-03,1250.8076462745667,1274.5212552547455,1230.7728762626648,1264.4859285354614,2.2756507396698,807234400
1,2006-01-04,1266.7951242923737,1284.3331055641174,1256.5067014694214,1274.9269201755524,2.282348871231079,619603600
2,2006-01-05,1276.4045641422272,1296.2120382785797,1266.7156474590302,1284.0164368152618,2.264387607574463,449422400
3,2006-01-06,1298.3780374526978,1323.7146303653717,1285.9000754356384,1316.5313889980316,2.3228392601013184,704457600
4,2006-01-09,1315.4470162391663,1333.4576160907745,1304.3570442199707,1322.0284328460693,2.31522798538208,675040800
5,2006-01-10,1311.7035956382751,1331.5832674503326,1298.042096376419,1318.994520664215,2.461660623550415,2279869200
6,2006-01-11,1318.2822890281677,1337.7236149311066,1305.4317016601562,1327.2605226039886,2.554208993911743,1493794400
7,2006-01-12,1324.668601512909,1338.6229565143585,1307.010841369629,1318.4002585411072,2.566081523895264,1280809600
8,2006-01-13,1316.9972133636475,1327.9430029392242,1299.3560061454773,1316.1402611732483,2.605659484863281,776305600
9,2006-01-17,1301.5074620246887,1313.969378232956,1287.3944492340088,1301.2647292613983,2.5788683891296387,835623600
10,2006-01-18,1285.9228081703186,1314.406141757965,1277.6576986312866,1304.0059599876404,2.5112833976745605,1200637200
11,2006-01-19,1321.2404928207397,1343.4761497974396,1310.2343842983246,1329.2894177436829,2.4062535762786865,1695848000
12,2006-01-20,1321.8002572059631,1326.69073843956,1280.5655238628387,1286.6808547973633,2.316445827484131,1134758800
13,2006-01-23,1293.4191358089447,1305.5900127887726,1276.4881343841553,1288.5122351646423,2.364546060562134,1059730000
14,2006-01-24,1292.986804485321,1316.750982284546,1284.194564819336,1304.302262544632,2.3149237632751465,1142254400
15,2006-01-25,1310.3855240345001,1325.6151974201202,1289.7567880153656,1308.4445266723633,2.2589070796966557,1275786400
16,2006-01-26,1317.9418427944183,1339.3413162231445,1302.7159352302551,1327.6641027927399,2.201978206634521,1181387200
17,2006-01-27,1333.0524818897247,1356.3032667636871,1320.1031231880188,1337.3279461860657,2.192844867706299,953864800
18,2006-01-30,1336.150294303894,1352.167275428772,1321.6519634723663,1336.972198009491,2.28326153755188,1398401200
19,2006-01-31,1336.3682839870453,1348.2404704093933,1316.2518255710602,1331.7002382278442,2.298788070678711,913542000
20,2006-02-01,1320.9562678337097,1344.2664091587067,1310.2578778266907,1335.0656065940857,2.296048402786255,521186400
21,2006-02-02,1328.7656135559082,1341.3183436393738,1304.110953092575,1313.1898856163025,2.194976329803467,707322000
22,2006-02-03,1305.008825302124,1316.9008479118347,1283.9174132347107,1295.8368381261826,2.1873648166656494,692123600
23,2006-02-06,1295.6473655700684,1312.5646891593933,1281.9518008232117,1299.056346654892,2.0488474369049072,1651767600
24,2006-02-07,1297.8044452667236,1313.6680978536606,1281.1375659704208,1297.120550274849,2.057980537414551,1388830800
25,2006-02-08,1305.0252618789673,1321.3378528356552,1290.9315040111542,1312.3924961090088,2.0948164463043213,953114400
26,2006-02-09,1320.8376302719116,1342.4001166820526,1305.1944502592087,1316.1975373029709,1.9773051738739011,1149764000
27,2006-02-10,1315.4266608953476,1326.6497584581375,1292.1734590530396,1315.2811702489853,2.0491514205932617,1760477600
28,2006-02-13,1331.334869980812,1344.5251746177673,1312.2860761880875,1326.4032410383224,1.9699982404708865,883498000
29,2006-02-14,1329.1008546352386,1348.7837908267975,1317.08402967453,1340.6646534204483,2.0591976642608643,1160938800
30,2006-02-15,1338.4499733448029,1354.2219860553741,1323.763273715973,1342.8341374397278,2.107298851013184,1159771200
31,2006-02-16,1350.3494392633438,1371.5244619846344,1336.4133694171906,1359.1382105350494,2.14839768409729,948175200
32,2006-02-17,1352.461554646492,1362.1720052957535,1331.132223725319,1340.9619952440262,2.1398732662200928,575999200
33,2006-02-21,1340.6651451587677,1348.8525811433792,1317.7173465490341,1328.9202935695648,2.1030373573303223,779606800
34,2006-02-22,1330.4252203702927,1351.5504854917526,1314.783085823059,1339.1588681936264,2.1712303161621094,978238800
35,2006-02-23,1336.4519460201263,1351.2712626457214,1322.7273701429367,1332.5232603549957,2.18432092666626,856917600
36,2006-02-24,1333.207680106163,1345.1430447101593,1321.4954470396042,1334.8910830020905,2.175493001937866,534744000
37,2006-02-27,1335.867861866951,1355.442724108696,1328.4247575998306,1343.5009763240814,2.1611831188201904,791240800
38,2006-02-28,1338.9756115674973,1350.8492352962494,1315.982502937317,1329.1203258037567,2.0850744247436523,1266980400
39,2006-03-01,1337.1467390060425,1374.7165648937225,1331.683095216751,1364.9310102462769,2.103644847869873,763817600
40,2006-03-02,1357.9790803194046,1378.3346351385117,1346.2098768949509,1364.7787014245987,2.119170904159546,625273600
41,2006-03-03,1355.9859436750412,1378.375744819641,1344.698940396309,1357.4461694955826,2.061632871627808,737668400
42,2006-03-06,1360.084257721901,1372.2618198394775,1338.930418252945,1347.8580261468887,1.9934399127960205,912665600
43,2006-03-07,1341.9878721237183,1351.3942301273346,1318.231059551239,1331.1383646726608,2.0187079906463623,872877600
44,2006-03-08,1325.021956205368,1338.7104469537735,1305.7141247987747,1323.9157985448837,1.99891996383667,653251200
45,2006-03-09,1329.2951430082321,1345.1484231948853,1312.2150293588638,1317.8908331394196,1.9462525844573972,799304800
46,2006-03-10,1318.448873758316,1333.7154309749603,1301.710524559021,1317.4082094430923,1.923724889755249,1043142800
47,2006-03-13,1319.5181994438171,1333.7281568050385,1304.7074846029282,1315.9232504367828,1.9995285272598269,861187600
48,2006-03-14,1313.1473879814148,1345.2383757829666,1307.3180714845657,1337.5496940612793,2.0494563579559326,642020400
49,2006-03-15,1340.9433168172836,1361.0462993383408,1331.2461105585098,1353.5207203626633,2.0162723064422607,891996000
50,2006-03-16,1356.5616356134415,1368.0548113584518,1332.5678964853287,1338.5465033054352,1.957821011543274,749638400
51,2006-03-17,1342.042461514473,1355.3948373794556,1327.0023739337921,1343.8645958900452,1.9684773683547971,812042000
52,2006-03-20,1346.133131980896,1361.9529029130936,1336.241221189499,1350.2462505102158,1.9480793476104736,605441200
53,2006-03-21,1345.6692872047424,1372.7361575365067,1333.103286743164,1343.4101252555847,1.881712555885315,1345366400
54,2006-03-22,1336.8592586517334,1355.7679435014725,1327.302297592163,1345.8981251716614,1.8774501085281368,1345895600
55,2006-03-23,1344.8239377737045,1358.2559698820114,1330.8150526285172,1343.4824186563492,1.8314801454544067,1427826400
56,2006-03-24,1343.153769493103,1361.0365085601807,1333.3845299482346,1351.6327176094055,1.825392484664917,1071980000
57,2006-03-27,1349.7434476613998,1363.509036064148,1338.4230942726135,1348.9291143417358,1.8116918802261357,1108072000
58,2006-03-28,1348.6115832328796,1361.049330830574,1326.9813287258148,1335.5571883916855,1.7873382568359375,1370322800
59,2006-03-29,1337.3272236585617,1368.1771539449692,1329.1881424188614,1358.964804649353,1.897542119026184,2346834000
60,2006-03-30,1364.3708856105804,1380.715245962143,1350.2740666866302,1364.5333729982376,1.910329341888428,1390650800
61,2006-03-31,1366.5157288312912,1379.9420216083527,1350.7688513994217,1362.040333390236,1.9094161987304688,815357200
62,2006-04-03,1367.6597584486008,1389.5488315820694,1355.796325802803,1370.409278512001,1.907285451889038,815791200
63,2006-04-04,1372.093533873558,1387.3645594120026,1357.835620522499,1373.0101854801178,1.8622294664382932,931924000
64,2006-04-05,1374.2994039058685,1395.0185505151749,1362.2317363023758,1384.4020119905472,2.046107769012451,2233408800
65,2006-04-06,1384.9663051366806,1405.2215954065323,1373.654716849327,1394.2147570848465,2.168795108795166,2663768800
66,2006-04-07,1395.4823338985443,1406.7251698970795,1370.1481417417526,1379.7112002372742,2.124652147293091,1545238800
67,2006-04-10,1378.8045753240585,1389.6080912351608,1361.073184132576,1373.253727555275,2.090555191040039,903515200
68,2006-04-11,1375.6745220422745,1384.5772389173508,1352.2723414897919,1365.4825563430786,2.0698530673980717,939316000
69,2006-04-12,1366.5829849243164,1383.5561211109161,1356.8595719337463,1371.2543065547943,2.030885696411133,739894400
70,2006-04-13,1370.2506169080734,1390.4518558979034,1359.7053550481796,1375.7625995874405,2.023579359054565,734678000
71,2006-04-17,1374.578513264656,1391.7134648561478,1354.4536061286926,1366.826290845871,1.9730430841445925,721938000
72,2006-04-18,1371.820250749588,1405.3457696437836,1364.97061753273,1398.696014046669,2.015967607498169,794844400
73,2006-04-19,1394.5798573493958,1412.442732334137,1379.1453839540482,1399.7684630155563,1.9986159801483157,1086033200
74,2006-04-20,1397.5382604599,1421.03868830204,1385.5619868040085,1404.4072748422623,2.058894157409668,1666982800
75,2006-04-21,1409.872902750969,1420.4681057929993,1381.633947610855,1393.3952955007553,2.040931701660156,788986800
